SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
AKANKSHA,ST,162.85,162.85,156.15,160,160,162.85,15000,2396000.00,09-Jan-2025,14,INE0PCY01014
ATULAUTO,EQ,546.25,554.4,537,541.8,540.65,546.9,20620,11296340.15,09-Jan-2025,1396,INE951D01028
BAFNAPH,BE,84.75,86.99,82.35,82.5,82.5,83.75,2581,222006.10,09-Jan-2025,17,INE878I01022
COOLCAPS,ST,829,829,825,825.05,825,827.15,16750,13845537.50,09-Jan-2025,55,INE0HS001010
INDUSTOWER,EQ,330.35,339.3,328.6,330.8,330.45,330.35,7595457,2533788424.70,09-Jan-2025,72173,INE121J01017
INTELLECT,EQ,927,934.85,896.35,906,909,925.65,954109,866582436.35,09-Jan-2025,36732,INE306R01017
NIVABUPA,EQ,79.75,79.8,77.5,77.82,77.89,79.24,712900,56036747.41,09-Jan-2025,9637,INE995S01015
PNGJL,EQ,689.95,692,651,661.2,666,673.05,872010,580141620.15,09-Jan-2025,26121,INE953R01016
NDLVENTURE,EQ,109.99,109.99,101.25,102.48,101.25,104.79,6936,715571.38,09-Jan-2025,222,INE353A01023
SGBD29VIII,GB,8160,8200,8150.02,8150.03,8150.03,8100,74,604183.09,09-Jan-2025,14,IN0020210228
SGBAUG30,GB,8225,8299.99,8200,8282.83,8299,8322.37,346,2854804.54,09-Jan-2025,63,IN0020220078
DEEM,SM,86.5,86.5,86.5,86.5,86.5,86.5,1000,86500.00,09-Jan-2025,1,INE586O01011
ESCORTS,EQ,3364,3422,3316.7,3389.6,3402.25,3340.55,241518,816943745.00,09-Jan-2025,28612,INE042A01014
ALANKIT,EQ,21.5,21.72,21.11,21.16,21.19,21.57,372918,7945011.91,09-Jan-2025,2046,INE914E01040
GODREJAGRO,EQ,738.1,752.8,735,743.2,744.8,738.1,94905,70882823.80,09-Jan-2025,7630,INE850D01014
IBLFL,ST,53.95,54,52.6,52.65,52.65,52.4,16000,850300.00,09-Jan-2025,8,INE0O7401018
VLEGOV,EQ,183.99,184.5,177,177.32,177,186.32,865672,155183360.17,09-Jan-2025,5183,INE03HW01020
ZEELEARN,EQ,8.52,9.32,8.49,8.81,8.8,8.48,3844830,34670427.19,09-Jan-2025,6289,INE565L01011
ORBTEXP,BE,224.4,224.4,210.25,212.89,211,220.46,7767,1679676.78,09-Jan-2025,201,INE231G01010
SSDL,EQ,126.99,126.99,123,123.98,124.49,125.18,30987,3852071.41,09-Jan-2025,962,INE0PQ101010
SGBNOV25,GB,8000,8000,8000,8000,8000,8000,1,8000.00,09-Jan-2025,1,IN0020170091
ABB,EQ,6638,6692,6457.5,6482.45,6483,6657,193962,1275205331.15,09-Jan-2025,33048,INE117A01022
BANARISUG,EQ,3670.5,3682.5,3650,3651.75,3650,3651.25,426,1556544.85,09-Jan-2025,83,INE459A01010
TARIL,BE,1230,1253,1176.2,1178.75,1185,1238.1,492602,585379193.45,09-Jan-2025,15513,INE763I01026
ZOTA,EQ,1002,1036,960,1014.25,1005,991.8,224591,226150288.70,09-Jan-2025,7833,INE358U01012
PASUPTAC,BE,42.6,43.87,42.6,43.87,43.87,43.45,16401,703532.60,09-Jan-2025,33,INE818B01023
PRAKASH,EQ,153.61,158.4,152.8,155.74,156.2,152.94,844884,131586852.72,09-Jan-2025,15494,INE603A01013
PRECAM,EQ,358,365,353.25,355.4,358,359.35,222702,79607516.45,09-Jan-2025,4142,INE484I01029
JAGRAN,EQ,83.3,83.3,81.5,81.75,81.55,82.51,90111,7389131.90,09-Jan-2025,1346,INE199G01027
KLL,SM,100.05,101.75,100,100.05,100,100.05,12000,1207080.00,09-Jan-2025,15,INE0Q2V01012
MOIL,EQ,337.55,356.5,333.25,337.4,337.2,338.05,2018366,696130752.40,09-Jan-2025,66312,INE490G01020
ALKEM,EQ,5566.4,5582.6,5420,5453.95,5420.6,5561.7,55782,306875718.75,09-Jan-2025,14012,INE540L01014
GRPLTD,EQ,3323.5,3380,3253.5,3305.6,3307.05,3336.5,1299,4297039.70,09-Jan-2025,437,INE137I01015
HINDCON,BE,43.83,43.83,42.01,42.43,42.68,42.82,17119,726899.83,09-Jan-2025,302,INE642Y01029
SHUBHLAXMI,ST,34.35,34.35,34.35,34.35,34.35,35.05,24000,824400.00,09-Jan-2025,9,INE01Z401013
SONACOMS,EQ,573.15,574.95,560,565.75,566.55,573.15,1288063,728401275.20,09-Jan-2025,35836,INE073K01018
GOLDCASE,EQ,12.45,12.45,12.36,12.4,12.42,12.36,516399,6403230.71,09-Jan-2025,1233,INF0R8F01042
NV20BEES,EQ,154.85,158,153.24,153.9,158,154.86,10897,1679012.63,09-Jan-2025,273,INF204KB18I3
NUCLEUS,EQ,1100,1114.95,1083.05,1106.6,1113,1102.45,13564,14875428.35,09-Jan-2025,1759,INE096B01018
AHL,EQ,247.3,247.3,234,235.25,237,246,90048,21524585.80,09-Jan-2025,2706,INE00ZE01026
ALPEXSOLAR,SM,850,850,820,826.5,825,839.95,46800,38966910.00,09-Jan-2025,192,INE0R4701017
APOLSINHOT,EQ,1719.1,1731.3,1700,1702.3,1700,1710.05,1047,1789450.10,09-Jan-2025,172,INE451F01024
BEACON,SM,99.8,102.85,99.8,101.45,101.9,101.8,15000,1528350.00,09-Jan-2025,15,INE639X01027
GILLETTE,EQ,9761.3,9957.05,9625,9717.3,9701.15,9741.9,16094,157974839.05,09-Jan-2025,7853,INE322A01010
HCL-INSYS,EQ,16.2,16.22,15.5,15.58,15.66,15.95,168723,2681049.22,09-Jan-2025,938,INE236A01020
REGENCERAM,BE,53.56,53.56,52.77,52.77,52.77,52.51,10756,575151.26,09-Jan-2025,17,INE277C01012
SCHNEIDER,EQ,760.5,766.45,740.25,744.05,742.5,760.45,76270,57302961.25,09-Jan-2025,7243,INE839M01018
865IIFL28,NS,938,943.5,932.05,932.05,932.05,932.99,140,131178.50,09-Jan-2025,8,INE530B07310
SHANTHALA,ST,40,40,40,40,40,40.8,1200,48000.00,09-Jan-2025,1,INE0Q9Q01017
LT,EQ,3599.9,3606.3,3486,3527.9,3535,3596.35,2921681,10303398615.25,09-Jan-2025,231251,INE018A01030
LXCHEM,EQ,231.95,243,230.62,231.7,232,232.17,1656592,393193724.22,09-Jan-2025,51258,INE576O01020
MOS,ST,270.5,284,266,275.5,275.5,270.5,90800,25294260.00,09-Jan-2025,76,INE0N7S01010
SGBSEP29VI,GB,8086.1,8132,8086.1,8122.4,8112,8086.08,176,1429207.94,09-Jan-2025,21,IN0020210145
DRL,SM,14.15,14.15,14.15,14.15,14.15,13.5,6000,84900.00,09-Jan-2025,1,INE704V01015
DRREDDY,EQ,1380,1382.95,1364.1,1371.6,1372,1370.75,1607980,2210026519.40,09-Jan-2025,84222,INE089A01031
SPIC,EQ,73.75,76.11,72.5,72.97,73.2,73.52,566805,42091589.20,09-Jan-2025,6338,INE147A01011
SWIGGY,EQ,505.15,521.4,497.05,507.5,506.7,490.6,14972600,7600928038.10,09-Jan-2025,182048,INE00H001014
PALREDTEC,BE,73.99,73.99,71.25,71.91,71.98,75,20892,1506969.77,09-Jan-2025,590,INE218G01033
PRLIND,SM,133.4,133.45,127,128.55,128.1,133.4,55000,7175950.00,09-Jan-2025,53,INE0CFG01012
RHFL,BE,3.44,3.44,3.43,3.43,3.43,3.51,1288994,4430272.79,09-Jan-2025,1596,INE217K01011
KANPRPLA,EQ,128.69,129.19,124.21,125.28,124.63,127.15,4112,520765.38,09-Jan-2025,257,INE694E01014
METAL,EQ,8.54,8.55,8.42,8.42,8.45,8.52,166180,1402521.03,09-Jan-2025,426,INF769K01LY7
MSUMI,EQ,57.4,58.39,56.85,57.34,57.5,57.34,4875038,281269522.47,09-Jan-2025,46395,INE0FS801015
ABHAPOWER,ST,45.5,46.95,45.45,45.55,45.5,46.55,40000,1831520.00,09-Jan-2025,25,INE0UYG01015
EPL,EQ,258,259,245.15,246.8,247.15,259.1,886431,222166075.35,09-Jan-2025,29867,INE255A01020
HUHTAMAKI,EQ,263,266.4,257.1,261.25,260.95,266.65,62500,16358238.85,09-Jan-2025,2911,INE275B01026
SINDHUTRAD,EQ,23.19,24.45,22.85,23.78,23.2,23.25,5485258,130241651.85,09-Jan-2025,10496,INE325D01025
NETWEB,EQ,2771.9,2805,2735.95,2762.45,2758.95,2770.1,85713,237610671.60,09-Jan-2025,18325,INE0NT901020
QUICKTOUCH,ST,87.9,87.9,87.9,87.9,87.9,87.9,500,43950.00,09-Jan-2025,1,INE0K4D01020
RAMCOIND,EQ,264.9,265.4,260.15,261.45,260.55,264.9,44701,11761410.00,09-Jan-2025,2133,INE614A01028
RPOWER,EQ,42.36,42.36,40.26,40.26,40.26,42.38,15797608,648096898.13,09-Jan-2025,43609,INE614G01033
RPSGVENT,EQ,1112,1112,1070.05,1078.45,1075.25,1105.6,42086,45852747.40,09-Jan-2025,2717,INE425Y01011
INDOFARM,EQ,281.8,285.8,261,263.2,263,277.8,3404937,929604515.94,09-Jan-2025,56598,INE622H01018
INNOMET,SM,172.5,172.5,164.9,165.25,166,172.5,22800,3792840.00,09-Jan-2025,19,INE0S1D01010
LASA,EQ,27.52,29.4,27.52,28.44,28.5,26.98,137765,3930298.00,09-Jan-2025,2224,INE670X01014
BANKPSU,EQ,64.97,65.4,62.42,62.56,62.42,63.38,5095,319495.82,09-Jan-2025,85,INF769K01LZ4
SGBJUN28,GB,8061.04,8105,8061.03,8100,8100,8078.99,157,1271137.40,09-Jan-2025,19,IN0020200104
BLUEPEBBLE,SM,316,317.6,305.05,310.2,305.05,315.25,10400,3246340.00,09-Jan-2025,20,INE0SAK01011
BLUESTARCO,EQ,2080,2108.9,2005.25,2013.1,2021.35,2105.65,495725,1013361883.90,09-Jan-2025,40137,INE472A01039
HFCL,EQ,107.2,108.15,104.5,104.88,104.8,107.23,8961866,950926665.75,09-Jan-2025,38153,INE548A01028
SNOWMAN,EQ,69.01,69.63,66.7,67.09,67.49,69.01,277421,18891013.54,09-Jan-2025,3861,INE734N01019
TREJHARA,EQ,271.12,279.9,259.71,264.53,263,268.23,35034,9436108.32,09-Jan-2025,1101,INE00CA01015
RICOAUTO,EQ,93.49,93.49,89.5,89.79,89.65,93.5,353567,32200521.56,09-Jan-2025,7493,INE209B01025
SGBJUN29II,GB,8174.3,8190,8100,8152.5,8155,8174.3,10,81599.30,09-Jan-2025,6,IN0020210061
CALSOFT,EQ,19.78,19.78,19.5,19.78,19.78,18.84,96746,1912224.38,09-Jan-2025,163,INE526B01014
SUPERSPIN,BE,14.35,14.62,14.35,14.62,14.62,14.34,47945,690710.75,09-Jan-2025,57,INE662A01027
RILINFRA,ST,38.85,39.95,38.15,39.95,39.95,38.05,26400,1040670.00,09-Jan-2025,83,INE02OY01016
SATECH,ST,122.8,122.8,117.35,117.65,117.35,123.5,32000,3781900.00,09-Jan-2025,31,INE0BSN01013
SETFNIFBK,EQ,511.8,511.8,502,503.68,504.15,507.55,31002,15612191.14,09-Jan-2025,912,INF200KA1580
SCLZC26E,NP,1033.71,1060,1033.71,1060,1060,1060.21,100,104685.50,09-Jan-2025,2,INE148I07QO6
MATRIMONY,EQ,663.5,675.45,660.4,670.85,670,663.9,7360,4932222.10,09-Jan-2025,706,INE866R01028
LAWSIKHO,SM,330.15,336.5,323,326,323,330.15,15000,4946725.00,09-Jan-2025,30,INE0RDH01021
ASHOKLEY,EQ,221.55,222.91,213.91,214.4,216,222.73,6499456,1408412136.91,09-Jan-2025,64962,INE208A01029
364D010126,TB,93.88,93.88,93.88,93.88,93.88,93.88,100,9388.00,09-Jan-2025,1,IN002024Z388
TEXMOPIPES,EQ,67.49,67.89,64.85,65.58,65.7,66.17,33168,2180130.45,09-Jan-2025,537,INE141K01013
SANGINITA,EQ,15.52,15.74,14.41,14.77,14.69,15.52,41713,626292.20,09-Jan-2025,390,INE753W01010
IVZINNIFTY,EQ,2664.2,2664.2,2644.1,2659,2659,2672.95,19,50332.50,09-Jan-2025,3,INF205K01DA9
JAYBEE,ST,350,352.9,335,341.55,341.55,350.2,22000,7560700.00,09-Jan-2025,22,INE0SMY01017
MAWANASUG,EQ,97.99,97.99,96.41,97.2,97,96.96,23970,2331388.43,09-Jan-2025,807,INE636A01039
NAMOEWASTE,ST,212.9,217,210,214,214,208.95,54400,11604000.00,09-Jan-2025,33,INE08NZ01012
BRITANNIA,EQ,4860.55,5050,4840.05,4926.3,4922,4859.9,832814,4116881818.80,09-Jan-2025,94514,INE216A01030
CREATIVE,EQ,938.3,1008.2,931.05,979.45,975,939.1,76481,74639156.10,09-Jan-2025,4879,INE985W01018
DANGEE,EQ,7.2,7.25,7,7.06,7.04,7.09,150891,1073900.19,09-Jan-2025,530,INE688Y01022
ECOSMOBLTY,EQ,270.5,270.9,260.55,263,262.3,269.8,66132,17510337.45,09-Jan-2025,2353,INE06HJ01020
VIVIDHA,EQ,1.02,1.02,1.01,1.01,1.02,1.01,269650,273439.13,09-Jan-2025,478,INE370E01029
BALMLAWRIE,EQ,212.5,213,209.83,211.74,212.48,213.03,88893,18790576.73,09-Jan-2025,5501,INE164A01016
ENERGYDEV,BE,25.2,25.9,24.51,24.95,24.9,25.23,27552,695363.94,09-Jan-2025,251,INE306C01019
NEOGEN,EQ,2108.2,2198,2108.2,2181,2198,2133.7,65390,141792815.60,09-Jan-2025,8733,INE136S01016
SYSTANGO,SM,281.5,281.5,272,275.25,275,281.7,67600,18632260.00,09-Jan-2025,118,INE0O7R01011
WALPAR,SM,49.85,50,49.85,50,50,50.25,4000,199700.00,09-Jan-2025,2,INE0G2G01015
WEL,EQ,158,164,153.5,161.76,162,157.79,426324,67553726.68,09-Jan-2025,3808,INE02WG01024
ORIENTALTL,EQ,10.5,10.68,10.16,10.4,10.49,10.31,275894,2882324.29,09-Jan-2025,648,INE998H01012
PIONEEREMB,BE,54.17,55.78,52.31,52.4,52.41,54.17,22254,1172608.64,09-Jan-2025,94,INE156C01018
QMSMEDI,SM,117.45,118,112.8,112.8,112.8,110.2,26000,3004850.00,09-Jan-2025,25,INE0FMW01018
RRKABEL,EQ,1399.25,1400.3,1380,1385.55,1380.9,1399.25,89673,124369350.40,09-Jan-2025,6569,INE777K01022
JAINAM,ST,232.2,232.2,231.5,231.5,231.5,236.2,4000,927400.00,09-Jan-2025,4,INE02KC01010
NBIFIN,BE,2999.8,2999.8,2999.8,2999.8,2999.8,3061,49,146990.20,09-Jan-2025,15,INE365I01020
20MICRONS,BE,244.99,248.8,236.5,240.57,241.96,245.47,27429,6621130.48,09-Jan-2025,513,INE144J01027
ABBOTINDIA,EQ,29500,29930,29449.95,29753.85,29700,29608.25,7682,228486450.10,09-Jan-2025,4016,INE358A01014
AIAENG,EQ,3400,3466.15,3391,3433.2,3430,3398.7,31760,108725157.55,09-Jan-2025,8498,INE212H01026
ALUWIND,SM,63.5,63.65,62.1,63.55,63.5,63.95,18000,1130175.00,09-Jan-2025,12,INE0STM01017
DPWIRES,EQ,338.35,342.65,331,332.95,334,341.35,8627,2892649.20,09-Jan-2025,834,INE864X01013
GUJALKALI,EQ,740.1,768.4,733,736,735.9,743,43098,32433030.75,09-Jan-2025,5739,INE186A01019
SPLIL,EQ,59.94,60.29,58,58.18,58.32,58.72,19849,1169767.29,09-Jan-2025,525,INE978G01016
TECHM,EQ,1663.7,1669.5,1638.2,1642.8,1648,1663.75,774065,1275615652.95,09-Jan-2025,66376,INE669C01036
INDHOTEL,EQ,835.4,841.35,815.7,822.85,822.4,834.9,3473380,2861116960.60,09-Jan-2025,125241,INE053A01029
WANBURY,BZ,255.05,261.9,248,251.55,252,260.75,57162,14459297.85,09-Jan-2025,490,INE107F01022
ZEAL,SM,171,173,171,171.4,171.1,171.45,6000,1031640.00,09-Jan-2025,10,INE0PPS01018
BANG,BE,73,73,72.94,72.94,72.94,74.43,1184,86361.02,09-Jan-2025,14,INE863I01016
KAVVERITEL,BE,58.38,58.38,58.38,58.38,58.38,59.58,6092,355650.96,09-Jan-2025,30,INE641C01019
LTTS,EQ,4901.6,4970,4863.55,4879.35,4883.05,4906.5,113356,558725771.95,09-Jan-2025,14738,INE010V01017
MAZDA,EQ,1817.95,1818,1710.1,1730.3,1729,1839.15,41375,73181736.10,09-Jan-2025,5272,INE885E01034
MTARTECH,EQ,1700.85,1750,1679.6,1723.9,1733,1701.7,165662,285932791.45,09-Jan-2025,14835,INE864I01014
LIQUIDSHRI,EQ,1032.13,1032.14,1032.13,1032.13,1032.13,1031.96,8448,8719453.03,09-Jan-2025,44,INF680P01422
TEXINFRA,EQ,130.4,130.9,126.6,127.26,128.98,130.29,351900,45513209.36,09-Jan-2025,2790,INE435C01024
10IIFL28,N4,975,996,974.9,991.45,996,975.94,2220,2185212.00,09-Jan-2025,36,INE477L08147
WINSOL,SM,309,309,293,297.1,295,306.65,25200,7620580.00,09-Jan-2025,63,INE0S3D01016
9SFL25A,ZH,1074.01,1080,1074.01,1080,1080,1080,100,107700.50,09-Jan-2025,4,INE721A07PM3
DHRUV,EQ,120.99,120.99,117.05,117.48,117.12,117.88,3814,453076.17,09-Jan-2025,239,INE506Z01015
HINDNATGLS,BE,23.97,23.99,23,23.23,23,23.86,8938,208128.06,09-Jan-2025,59,INE952A01022
738REC27TF,N2,1053.1,1053.9,1052,1052.03,1052.06,1051.63,1016,1068980.40,09-Jan-2025,6,INE020B07GX4
NIFTYBEES,EQ,264.75,265.5,262.9,263.15,263.5,264.92,3929443,1035317029.79,09-Jan-2025,60867,INF204KB14I2
REDTAPE,EQ,806.75,810,782.55,788.5,799.9,806.75,72227,57573779.90,09-Jan-2025,6694,INE0LXT01019
MOTHERSON,EQ,152.47,152.92,148.5,148.72,148.79,151.4,8179798,1223520905.67,09-Jan-2025,118560,INE775A01035
JAYBARMARU,EQ,83.82,85.49,80.97,81.71,82.61,84.27,68992,5732664.89,09-Jan-2025,1766,INE571B01036
MOLDTKPAC,EQ,621.7,629.9,617.95,620.15,620,626.55,32830,20418151.20,09-Jan-2025,2943,INE893J01029
GAEL,EQ,122.2,122.6,118.76,119.26,119.5,121.93,598407,71913960.04,09-Jan-2025,10360,INE036B01030
SABTNL,BE,1098.15,1098.15,1098.15,1098.15,1098.15,1155.95,126,138366.90,09-Jan-2025,52,INE416A01044
UNICHEMLAB,EQ,716,717.8,697.45,700.65,700,715.95,8888,6260118.40,09-Jan-2025,1241,INE351A01035
RAMRAT,EQ,531,544.35,530.6,536.25,534.9,541.95,9771,5237012.25,09-Jan-2025,876,INE207E01023
MENONBE,EQ,117.81,120.95,117.8,118.47,118.05,118.9,34432,4108868.97,09-Jan-2025,909,INE071D01033
AVTNPL,EQ,74,74.73,71.7,72.09,72.39,74.01,102221,7441184.81,09-Jan-2025,2736,INE488D01021
BLS,EQ,483,485.9,459.6,467.2,469.5,482.25,1726668,814344494.45,09-Jan-2025,36403,INE153T01027
DABUR,EQ,514,530.9,511.55,521.15,520.75,513.75,4084746,2134307108.40,09-Jan-2025,73299,INE016A01026
SUNFLAG,BE,300.75,305,290.1,294.85,295,300.75,159326,47128419.95,09-Jan-2025,1134,INE947A01014
GOLDSHARE,EQ,66,66.15,65.75,65.9,65.95,65.7,162372,10693925.80,09-Jan-2025,825,INF789F1AUX7
RULKA,SM,281.55,281.55,262.2,264.2,263.75,276,50400,13395345.00,09-Jan-2025,155,INE0R7301013
INM,SM,320,320,320,320,320,337,600,192000.00,09-Jan-2025,1,INE0OPC01015
SMALLCAP,EQ,49.48,49.48,48.19,48.42,48.41,49.16,1333471,64834920.33,09-Jan-2025,6295,INF769K01LC3
AFCONS,EQ,528.65,529.35,512.05,515.85,513,527.9,913781,474605593.60,09-Jan-2025,24631,INE101I01011
AMIABLE,SM,91,94,91,94,94,93,3200,296000.00,09-Jan-2025,2,INE0MTP01013
APS,ST,524,528.85,504,515.6,510,512,49500,25449037.50,09-Jan-2025,124,INE0P0001010
CHALET,EQ,939,949.05,914.45,919.25,919,940.25,153364,141622196.85,09-Jan-2025,10609,INE427F01016
CONCORDBIO,EQ,2262,2345,2246.2,2320.15,2307.05,2262.9,334251,772594529.15,09-Jan-2025,40776,INE338H01029
GOODLUCK,EQ,955.15,958.55,898.1,904.2,912,955.15,152302,139564847.40,09-Jan-2025,11290,INE127I01024
TIRUPATI,SM,898,898,898,898,898,899,750,673500.00,09-Jan-2025,1,INE238Y01018
SUTLEJTEX,EQ,62,62.49,59.5,59.95,60.5,62.34,68762,4184600.73,09-Jan-2025,1526,INE645H01027
SAROJA,SM,55.1,55.1,55.1,55.1,55.1,56.45,1600,88160.00,09-Jan-2025,1,INE0PCL01011
LYPSAGEMS,EQ,7.42,7.75,7.18,7.45,7.49,7.27,63883,478988.94,09-Jan-2025,400,INE142K01011
NELCO,EQ,1290,1310,1270,1280.1,1270.1,1290.65,55923,72053947.35,09-Jan-2025,4995,INE045B01015
AHLADA,EQ,95.75,95.75,92.5,92.91,92.6,94.4,17034,1593264.13,09-Jan-2025,551,INE00PV01013
CGCL,EQ,188.14,190,185.04,187.18,186.3,189.26,469184,87778277.41,09-Jan-2025,13464,INE180C01042
HILTON,EQ,113.85,114.29,103.24,105.48,105.75,112.6,307804,33610565.88,09-Jan-2025,2726,INE788H01017
SURYODAY,EQ,133.98,134.44,132.16,133.43,133.9,133.25,123612,16497232.27,09-Jan-2025,3919,INE428Q01011
UNIECOM,EQ,164.98,166.47,163,163.92,163.77,164.67,276845,45585346.92,09-Jan-2025,6171,INE00U401027
SGBAUG28V,GB,8187,8188,8101,8119.23,8120,8128.01,1614,13134038.69,09-Jan-2025,134,IN0020200161
360ONE,EQ,1172.7,1172.7,1148.05,1166.55,1165,1175.85,305587,355047064.55,09-Jan-2025,29974,INE466L01038
AMEYA,ST,125,125,121.5,122,122,125,18000,2215300.00,09-Jan-2025,17,INE0KT901015
DODLA,EQ,1209.6,1211,1190,1199.4,1190.4,1203.3,20002,24054541.95,09-Jan-2025,4608,INE021O01019
STCINDIA,EQ,165,170.8,157.02,158.57,157.8,164.56,388165,63418137.79,09-Jan-2025,8282,INE655A01013
VEEDOL,EQ,1705,1749,1691.65,1709.7,1708,1700.9,12063,20766863.80,09-Jan-2025,2074,INE484C01030
OSWALAGRO,EQ,69.99,69.99,67.12,67.94,67.12,69.99,15583,1069081.34,09-Jan-2025,294,INE142A01012
INDOCO,EQ,335.6,339.45,325,334.15,333,336.1,123784,41172740.45,09-Jan-2025,6208,INE873D01024
INDUSINDBK,EQ,981.05,985.35,970.4,980.9,981,981.05,3134034,3065658307.80,09-Jan-2025,127219,INE095A01012
INOXWIND,EQ,167.9,168.88,162.23,162.9,163.8,168.99,3150564,520438584.88,09-Jan-2025,44728,INE066P01011
MSTCLTD,EQ,677.05,678,650.2,652.2,653,680.9,174842,115991837.35,09-Jan-2025,11342,INE255X01014
NDL,EQ,4.75,4.9,4.73,4.75,4.79,4.73,2153752,10304689.48,09-Jan-2025,3193,INE875G01048
BGRENERGY,BE,116.67,116.67,116.67,116.67,116.67,114.39,137413,16031974.71,09-Jan-2025,540,INE661I01014
GODREJCP,EQ,1153.1,1198.45,1150.4,1181.1,1180.3,1156.25,1276198,1511023521.50,09-Jan-2025,67404,INE102D01028
HDFCAMC,EQ,4062.45,4079.95,3942,3950.4,3954.1,4062.45,179478,715466622.95,09-Jan-2025,27625,INE127D01025
ORIENTBELL,EQ,323.6,323.6,315,315.85,315,321.95,13893,4433639.85,09-Jan-2025,418,INE607D01018
RADICO,EQ,2425.15,2429.95,2371.3,2388.3,2388,2411.1,296578,709408106.50,09-Jan-2025,29660,INE944F01028
SETFNIF50,EQ,251.29,251.8,248.6,248.85,249.99,250.44,482070,120128845.34,09-Jan-2025,6112,INF200KA1FS1
IGL,EQ,407.6,435.95,407,419.5,424,407.45,22865384,9752784244.90,09-Jan-2025,255923,INE203G01027
ESG,EQ,40.45,40.45,39.5,39.61,39.6,39.82,11909,470792.39,09-Jan-2025,118,INF769K01GS9
MIDCAPETF,EQ,21.32,21.32,20.95,20.98,20.98,21.15,580944,12233523.20,09-Jan-2025,4886,INF769K01IC9
ABMINTLLTD,BE,68.1,68.1,66.85,66.85,66.85,65.1,150,10081.39,09-Jan-2025,10,INE251C01025
CGPOWER,EQ,694.5,696.8,673,678.15,676.45,694.6,1387356,951141643.75,09-Jan-2025,69293,INE067A01029
EFORCE,SM,61.35,64.5,58.05,59,59,60.5,103200,6342960.00,09-Jan-2025,85,INE0Q1W01012
HDFCPSUBK,EQ,63.51,64.57,62.36,63.09,63.7,63.85,40989,2588925.34,09-Jan-2025,412,INF179KC1HW4
VIVIANA,ST,1129,1129,1053,1089.4,1089.85,1083.6,6375,6855200.00,09-Jan-2025,47,INE0MEG01014
PREMIERPOL,BE,78.53,78.53,78.53,78.53,78.53,80.14,11552,907178.56,09-Jan-2025,123,INE309M01020
RATNAMANI,EQ,3129,3185,3123,3139.8,3160.95,3130.8,9321,29298943.25,09-Jan-2025,3478,INE703B01027
STARCEMENT,EQ,219.89,219.99,215,216.9,215.7,218.62,337889,73420838.53,09-Jan-2025,8239,INE460H01021
STEELXIND,EQ,10.44,10.52,10.11,10.19,10.19,10.44,802576,8245354.30,09-Jan-2025,2531,INE503B01021
STYRENIX,EQ,3010.3,3010.3,2929.65,2984.1,2981,3010.3,27989,83128546.30,09-Jan-2025,6872,INE189B01011
ZYDUSWELL,EQ,1959.8,1965,1937.15,1952.05,1957,1949.5,7581,14793687.90,09-Jan-2025,2414,INE768C01010
DIVOPPBEES,EQ,80.8,80.8,79.25,79.59,79.7,80.41,42175,3369992.52,09-Jan-2025,2391,INF204KA1MS3
ORIENTLTD,BE,111.5,113,108.47,109.51,110.99,111.76,8006,881010.88,09-Jan-2025,75,INE609C01024
PHOGLOBAL,ST,28,28,27.8,27.8,27.8,28.1,6000,167600.00,09-Jan-2025,3,INE0FPO01018
S&SPOWER,BE,415.95,419.8,398.1,403.95,398.1,414.05,1779,725620.45,09-Jan-2025,65,INE902B01017
KHADIM,EQ,357.1,360,355,357.85,357.5,355.25,4725,1686767.80,09-Jan-2025,568,INE834I01025
KIRIINDUS,EQ,615,623.7,603.1,604.5,606,614.5,244417,149226280.25,09-Jan-2025,6003,INE415I01015
KROSS,EQ,208.99,210,202.46,203.81,202.99,208.96,148646,30715878.18,09-Jan-2025,5217,INE0O6601022
ACC,EQ,2000,2000,1950,1973.8,1974.35,2008,489364,962532101.85,09-Jan-2025,30887,INE012A01025
ADANIPORTS,EQ,1156.7,1156.7,1129.95,1132.35,1135.9,1152.3,1884725,2144358746.10,09-Jan-2025,91973,INE742F01042
AJANTPHARM,EQ,2969.95,2975,2922.15,2935.2,2925,2965.55,71556,210777063.15,09-Jan-2025,19189,INE031B01049
ALLCARGO,EQ,47.03,47.62,46,46.14,46.05,47.23,1696925,79294999.48,09-Jan-2025,17635,INE418H01029
LIQUIDBETF,EQ,1009.75,1009.75,1009.73,1009.75,1009.75,1009.56,18667,18848935.71,09-Jan-2025,6,INF0QA701854
BIOFILCHEM,EQ,58.13,61,57.5,57.85,57.6,58.39,28603,1688403.05,09-Jan-2025,882,INE829A01014
DAMODARIND,EQ,43.35,43.38,40.51,41.08,40.51,42.38,10140,422629.38,09-Jan-2025,239,INE497D01022
DENORA,EQ,1186,1200.15,1180.2,1187.35,1200,1199,4844,5763639.40,09-Jan-2025,650,INE244A01016
DIGIDRIVE,EQ,45.45,45.45,43,43.13,43.04,44.6,17296,759237.77,09-Jan-2025,548,INE0PSC01024
EMCURE,EQ,1440.05,1472.25,1425,1436.9,1443,1446.1,95339,138038589.45,09-Jan-2025,12243,INE168P01015
GMBREW,EQ,765,773.05,756.55,758.4,760,761.05,44843,34133381.50,09-Jan-2025,2612,INE075D01018
